Age,Workclass,Education,Education-Num,Marital-Status,Occupation,Relationship,Race,Sex,Capital-Gain,Capital-Loss,Hours-per-week,Native-Country,Income
56,2,1,9,1,6,1,0,0,0,0,40,0,0
44,2,1,9,1,9,1,1,0,0,0,40,0,0
32,0,5,10,0,0,0,0,0,0,0,38,0,0
17,2,12,6,0,4,3,0,0,0,0,20,0,0
44,2,5,10,2,1,0,0,0,0,0,50,0,0
32,1,6,12,0,5,0,0,0,0,0,80,0,0
35,2,0,13,1,5,1,0,0,0,0,60,0,1
27,2,1,9,1,4,1,0,0,0,0,40,0,0
32,2,1,9,1,3,1,0,0,0,0,50,0,0
68,2,2,7,2,7,0,0,0,0,0,70,0,0
20,2,5,10,0,4,3,0,1,0,0,20,0,0
33,2,5,10,2,0,0,1,1,0,0,40,0,0
24,2,4,5,0,2,3,0,0,0,0,12,0,0
48,2,1,9,1,6,1,0,0,0,0,45,0,0
45,2,3,14,2,3,4,0,1,0,0,50,0,0
48,2,5,10,6,0,0,0,1,0,0,40,0,0
28,2,3,14,1,3,1,0,0,0,0,45,0,1
60,2,5,10,1,3,1,0,0,0,0,35,0,1
39,4,3,14,2,3,4,0,1,0,0,40,0,0
23,2,5,10,0,4,3,0,0,0,0,30,0,0
23,0,15,8,0,1,0,0,0,0,0,40,0,0
36,2,5,10,4,0,5,0,1,0,0,40,0,0
25,2,0,13,1,3,2,0,1,0,0,40,0,0
52,2,1,9,0,4,4,0,0,0,0,40,0,0
35,1,1,9,1,6,1,0,0,0,0,40,0,0
41,2,1,9,1,1,1,0,0,0,0,40,0,0
45,2,0,13,1,5,2,0,1,0,0,42,0,1
37,3,3,14,1,3,1,0,0,0,0,40,0,1
58,2,7,11,6,3,0,0,1,0,0,40,0,0
67,1,1,9,1,0,2,0,1,0,0,2,0,0
48,2,1,9,1,3,2,0,1,0,0,8,0,0
63,2,1,9,1,6,1,0,0,0,0,48,0,0
24,4,5,10,1,11,1,0,0,0,0,72,0,1
43,2,5,10,1,6,1,0,0,0,0,40,0,1
36,2,1,9,2,7,3,0,0,0,0,60,0,0
32,2,1,9,1,7,3,0,0,0,0,72,4,0
36,2,5,10,0,6,0,2,0,0,0,40,19,0
43,2,5,10,0,0,0,0,1,0,0,50,0,0
27,2,1,9,0,0,0,1,1,0,0,40,0,0
17,2,2,7,0,4,3,0,0,0,0,12,0,0
45,2,0,13,2,5,0,0,1,0,0,46,0,0
41,5,1,9,1,6,1,0,0,0,0,40,0,0
41,1,1,9,1,1,1,0,0,0,0,38,0,0
18,2,1,9,0,3,3,0,1,0,0,35,0,0
48,4,6,12,4,0,0,1,1,0,0,40,0,0
51,2,7,11,1,3,1,0,0,0,0,50,0,1
26,2,5,10,0,4,3,0,1,0,0,24,0,0
54,2,14,1,1,8,1,0,0,0,0,60,0,0
22,2,5,10,2,5,3,0,1,0,0,48,11,0
19,2,1,9,0,7,3,0,0,0,0,35,0,0
47,2,8,4,2,2,5,1,0,0,0,40,0,0
32,2,1,9,3,4,4,0,1,0,0,20,0,0
46,2,0,13,1,1,1,0,0,15024,0,60,0,1
30,2,0,13,0,10,0,0,1,0,0,40,0,1
35,2,3,14,0,1,0,2,0,0,0,40,0,0
52,2,7,11,1,10,1,0,0,5013,0,40,0,0
73,1,15,8,1,8,1,0,0,0,0,18,0,0
17,2,12,6,0,4,3,0,0,0,0,10,9,0
32,2,0,13,4,3,4,0,1,0,0,32,0,0
43,4,3,14,1,3,1,0,0,0,0,40,0,1
19,2,1,9,0,3,3,0,0,0,0,40,22,0
26,2,1,9,0,9,4,4,1,0,0,40,15,0
41,3,3,14,1,1,1,0,0,0,0,40,0,1
49,2,6,12,1,5,1,0,0,15024,0,60,0,1
52,0,5,10,4,11,4,0,0,0,0,40,0,0
35,2,1,9,4,0,4,0,1,0,0,32,0,0
57,2,2,7,1,4,1,0,0,0,0,52,0,0
35,2,7,11,3,3,4,0,1,0,0,44,0,0
33,2,0,13,0,3,0,0,0,0,0,40,0,0
56,2,8,4,2,7,4,0,0,0,0,40,0,0
42,2,0,13,0,5,3,0,0,0,0,60,0,0
17,2,5,10,0,0,3,0,0,0,0,20,0,0
49,2,1,9,2,0,0,0,1,0,0,35,0,0
39,2,10,15,1,3,1,0,0,0,0,45,0,1
34,1,5,10,2,0,4,0,1,0,0,50,0,0
37,1,5,10,0,3,0,1,0,0,0,40,0,0
22,2,15,8,0,4,0,0,0,0,0,35,0,0
27,2,7,11,1,6,1,0,0,0,0,40,4,0
21,2,5,10,0,5,3,0,1,0,0,25,0,0
59,2,5,10,1,3,1,0,0,0,0,40,0,0
44,2,0,13,1,0,1,0,0,3103,0,40,0,1
53,1,12,6,3,7,0,0,0,0,0,99,0,0
26,2,2,7,0,6,0,0,0,0,0,40,0,0
48,2,0,13,1,1,1,0,0,0,0,45,0,1
39,2,0,13,1,1,1,0,0,0,0,70,0,0
34,2,1,9,0,4,4,3,1,0,0,32,0,0
54,0,0,13,1,1,1,0,0,0,0,38,0,0
36,2,1,9,1,7,1,0,0,7298,0,50,0,1
60,2,1,9,1,3,1,0,0,5013,0,40,0,0
50,2,1,9,1,11,1,0,0,0,0,40,0,1
48,4,0,13,1,3,1,0,0,0,0,45,0,0
35,2,5,10,0,0,3,0,1,0,2205,40,0,0
40,1,6,12,2,3,0,0,1,0,0,50,0,0
30,2,0,13,1,1,1,0,0,0,0,70,0,0
65,1,5,10,1,9,1,0,0,6514,0,40,0,1
31,2,1,9,1,6,1,0,0,0,0,60,0,0
46,4,6,12,1,0,1,0,0,0,0,40,0,0
67,2,4,5,2,3,0,0,1,2050,0,40,0,0
62,5,7,11,1,1,1,0,0,0,0,50,0,0
38,2,0,13,0,1,4,0,1,0,0,40,1,0
24,2,0,13,0,4,3,0,1,0,0,30,0,0
24,2,5,10,0,5,0,2,1,0,0,50,12,0
27,2,0,13,0,3,0,0,1,0,0,48,0,0
43,0,6,12,3,4,4,0,1,0,0,30,0,0
48,2,1,9,2,2,4,2,1,0,0,40,5,0
41,2,1,9,4,6,0,1,0,0,0,40,0,0
30,2,5,10,1,10,2,1,1,0,0,45,0,0
38,2,0,13,1,5,1,0,0,0,0,40,0,1
45,2,10,15,0,3,0,0,0,0,0,40,0,1
45,2,0,13,0,3,3,0,0,0,0,40,0,0
55,2,5,10,2,0,0,0,1,0,0,38,0,0
46,1,8,4,1,1,1,0,0,0,0,75,34,0
24,2,0,13,0,3,3,2,0,0,0,40,0,0
31,4,5,10,0,0,3,3,1,0,0,25,0,0
35,2,1,9,1,6,1,0,0,0,0,35,0,0
37,4,5,10,4,0,0,0,1,0,0,40,0,0
29,2,5,10,1,3,1,0,0,0,0,45,0,0
56,2,0,13,1,1,1,0,0,0,0,50,0,1
60,2,1,9,1,3,1,0,0,0,1848,40,0,1
25,2,0,13,0,1,0,0,0,0,1590,60,0,0
33,2,12,6,1,9,1,0,0,0,0,40,0,0
44,2,1,9,0,5,0,0,1,0,0,40,0,0
21,2,1,9,0,6,3,0,0,0,0,40,0,0
21,2,1,9,0,0,0,0,0,0,0,40,0,0
46,3,3,14,1,1,1,0,0,0,0,40,8,1
44,5,5,10,1,1,1,0,0,0,0,50,0,1
63,2,0,13,2,1,0,0,1,0,0,40,0,0
44,2,1,9,1,0,2,0,1,0,0,30,0,0
31,2,5,10,1,6,1,0,0,0,0,45,4,0
26,2,5,10,1,1,1,0,0,0,0,42,0,0
37,5,1,9,0,7,0,0,0,0,0,50,0,0
60,2,5,10,2,3,0,0,1,0,0,40,0,1
33,2,0,13,1,6,1,0,0,0,0,45,0,0
38,2,0,13,1,1,1,0,0,0,0,40,0,0
26,2,7,11,0,5,3,0,1,0,0,35,0,0
46,5,7,11,2,1,4,2,1,0,0,63,17,0
24,2,1,9,0,4,4,0,1,0,0,35,0,0
47,4,3,14,1,3,1,0,0,0,0,35,0,1
27,2,5,10,0,10,0,0,1,0,0,30,0,0
46,2,5,10,1,6,1,0,0,0,0,40,0,0
47,3,6,12,1,0,1,1,0,0,0,40,0,1
47,2,1,9,2,0,4,0,0,0,0,40,7,0
69,2,1,9,6,9,4,0,0,2538,0,40,0,0
32,2,1,9,1,5,1,0,0,7298,0,40,0,1
51,2,1,9,1,7,1,1,0,0,0,40,0,0
36,2,1,9,1,5,1,0,0,0,0,40,0,1
50,4,3,14,1,3,2,0,1,0,0,40,0,0
29,2,9,16,1,3,1,2,0,0,0,60,3,0
32,2,10,15,1,3,1,0,0,3908,0,40,0,0
27,2,12,6,2,7,0,3,0,0,0,75,0,0
60,2,8,4,2,0,0,0,1,0,0,35,1,0
31,2,1,9,1,4,1,0,0,0,0,40,0,0
46,2,6,12,1,6,1,0,0,0,0,40,0,0
40,4,1,9,0,0,3,0,1,0,0,40,0,0
39,2,5,10,1,6,1,1,0,0,0,52,0,1
69,1,8,4,1,5,1,0,0,0,0,55,0,0
54,5,0,13,1,1,1,0,0,0,0,40,0,1
56,2,1,9,2,0,0,0,1,0,0,40,0,0
47,3,5,10,2,0,0,0,1,0,0,40,0,0
25,2,6,12,0,10,0,0,1,0,0,45,0,0
34,1,1,9,1,7,1,0,0,0,0,60,0,0
24,1,8,4,0,8,3,0,0,0,0,50,0,0
63,2,5,10,1,6,1,0,0,10566,0,45,0,0
29,4,3,14,1,3,1,0,0,0,0,50,0,0
64,2,5,10,1,0,1,0,0,0,0,40,0,0
44,2,0,13,0,3,0,0,0,0,0,40,0,0
26,2,1,9,0,6,5,0,0,0,0,60,0,0
36,2,12,6,2,4,0,0,1,0,0,40,0,0
55,0,0,13,1,0,1,0,0,7688,0,38,0,1
37,2,1,9,1,2,2,0,1,0,0,40,0,1
37,2,12,6,0,9,0,0,0,0,0,65,0,0
63,2,0,13,1,3,2,0,1,7688,0,36,0,1
33,2,1,9,1,7,1,0,0,0,0,60,0,0
19,2,5,10,0,0,3,0,1,0,0,10,0,0
57,4,3,14,1,3,2,1,1,0,1977,40,0,1
31,2,6,12,1,5,1,0,0,4386,0,45,0,1
20,2,5,10,0,3,3,0,1,0,0,30,0,0
58,4,1,9,1,1,1,0,0,7298,0,40,0,1
20,2,5,10,0,3,3,0,1,0,0,20,0,0
25,2,5,10,1,5,1,0,0,0,0,40,0,0
40,2,1,9,2,0,4,0,1,0,0,40,0,0
18,2,2,7,0,4,3,0,0,1055,0,20,0,0
26,2,1,9,0,0,0,0,0,0,0,40,0,0
29,2,9,16,1,3,1,0,0,0,0,50,0,1
45,4,0,13,1,3,1,1,0,0,0,40,0,0
35,0,5,10,0,0,3,0,1,0,0,38,0,0
32,2,5,10,2,9,4,0,0,0,0,45,0,0
61,1,1,9,6,4,5,0,1,0,0,40,0,0
26,0,0,13,0,3,0,0,0,0,0,15,0,0
56,2,1,9,1,6,1,0,0,3103,0,40,0,1
22,2,5,10,3,0,3,2,1,0,0,39,0,0
49,2,0,13,1,9,1,1,0,0,0,48,0,0
40,2,1,9,1,4,2,0,1,0,0,12,0,0
37,2,1,9,4,1,3,0,0,0,0,40,0,0
23,2,0,13,0,3,3,0,0,0,0,50,0,0
28,2,0,13,1,5,1,0,0,0,0,60,0,1
27,2,1,9,1,9,1,0,0,0,0,40,0,0
34,5,7,11,2,5,4,0,1,0,0,40,0,0
49,2,4,5,1,2,1,0,0,0,0,45,0,0
41,2,5,10,0,6,3,2,0,0,0,40,0,0
28,2,0,13,0,0,0,0,0,0,0,21,0,0
38,2,5,10,1,1,1,0,0,0,0,55,0,1
47,0,6,12,1,11,1,0,0,0,1740,40,0,0
28,4,1,9,1,11,1,0,0,0,0,40,0,0
44,0,3,14,1,3,1,0,0,7688,0,50,0,1
41,3,0,13,2,3,0,0,0,0,0,40,0,0
50,2,10,15,1,3,1,0,0,0,0,36,0,1
73,1,1,9,6,6,0,0,0,0,0,24,0,0
21,2,5,10,0,4,3,1,0,0,0,40,31,0
38,2,1,9,2,0,4,0,1,0,0,40,0,0
64,2,3,14,1,3,1,0,0,0,0,2,0,0
47,2,5,10,2,10,4,0,1,0,0,40,0,0
52,2,5,10,1,7,1,0,0,15024,0,60,9,1
24,2,0,13,0,5,0,0,0,0,0,45,0,0
44,2,0,13,1,1,1,0,0,0,0,40,0,1
27,2,8,4,2,9,4,0,0,0,974,40,0,0
61,1,5,10,1,5,1,1,0,0,0,60,0,1
58,2,0,13,1,5,1,0,0,15024,0,40,0,1
51,2,0,13,0,5,0,0,1,0,1564,43,0,1
49,2,5,10,2,5,4,0,1,0,0,55,8,0
23,2,5,10,0,0,3,1,0,0,0,20,0,0
19,2,7,11,0,0,3,1,1,0,0,40,0,0
21,2,1,9,0,8,0,0,0,0,0,53,0,0
56,2,2,7,2,5,0,0,1,0,0,40,0,0
35,2,15,8,1,6,1,0,0,0,0,40,0,0
37,3,5,10,2,10,4,3,1,0,0,20,0,0
41,2,9,16,2,5,4,0,1,0,0,50,0,1
30,2,2,7,1,5,1,0,0,0,0,40,0,0
35,2,9,16,1,10,2,0,1,0,0,20,0,0
47,2,5,10,1,6,1,0,0,0,0,40,0,0
59,5,12,6,6,1,4,0,1,0,2559,50,0,1
55,2,2,7,1,9,1,0,0,0,0,32,0,0
22,2,7,11,0,3,3,2,0,0,0,20,0,0
31,2,12,6,0,0,4,1,1,0,0,40,0,0
30,2,3,14,1,0,1,0,0,4386,0,40,0,1
24,2,0,13,0,1,3,0,0,0,0,48,0,0
49,1,5,10,1,6,1,0,0,0,0,40,0,0
23,2,8,4,0,6,0,0,0,0,0,25,10,0
50,2,1,9,2,0,4,0,1,0,0,35,0,0
38,2,0,13,0,0,0,1,0,0,0,40,0,0
20,1,5,10,0,3,5,2,1,0,0,20,5,0
49,1,5,10,1,6,1,0,0,0,0,50,0,1
45,2,1,9,6,4,5,2,1,0,0,50,5,0
46,3,0,13,1,3,1,2,0,0,0,50,0,1
19,2,1,9,0,4,3,0,1,0,0,30,0,0
31,3,0,13,0,1,3,0,1,0,0,40,1,0
38,2,1,9,2,4,4,0,1,0,0,40,0,0
56,1,3,14,1,6,1,0,0,0,0,50,0,1
24,2,0,13,0,1,3,0,0,0,0,40,0,0
58,4,1,9,1,1,1,0,0,0,0,50,0,0
28,2,1,9,1,4,1,0,0,0,0,40,0,0
22,2,1,9,1,4,1,0,0,0,0,40,0,0
46,2,1,9,2,7,0,0,0,0,0,40,0,0
30,2,14,1,0,8,0,0,0,0,0,40,4,0
56,2,0,13,1,0,1,0,0,0,0,45,0,1
32,2,1,9,1,9,1,2,0,0,0,40,0,0
56,2,1,9,1,7,1,0,0,0,0,44,0,1
50,2,5,10,1,1,1,0,0,0,0,40,0,0
28,2,1,9,4,3,4,1,1,0,0,30,0,0
30,2,0,13,0,0,0,0,1,0,0,40,0,0
24,2,1,9,0,9,3,0,0,0,0,40,0,0
42,3,7,11,2,3,4,3,1,0,0,40,0,0
31,1,1,9,1,6,1,0,0,0,0,40,0,1
18,2,2,7,0,5,3,4,1,0,0,20,0,0
46,2,12,6,0,4,0,0,1,0,0,25,18,0
31,2,0,13,0,5,0,0,1,0,0,65,0,1
38,4,0,13,1,3,2,0,1,7688,0,40,0,1
44,4,3,14,1,3,1,0,0,0,0,40,0,1
55,5,0,13,1,1,1,0,0,0,2415,50,0,1
19,2,1,9,0,4,3,0,0,0,0,20,0,0
45,2,3,14,2,1,0,0,1,0,0,40,0,1
50,5,5,10,1,6,1,0,0,0,0,70,0,0
53,2,4,5,1,4,1,0,0,0,0,40,23,0
41,5,0,13,1,5,1,0,0,99999,0,65,0,1
45,2,5,10,2,4,4,1,1,0,0,40,0,0
21,2,12,6,0,0,0,0,1,0,0,39,0,0
37,2,0,13,1,10,2,0,1,0,0,40,0,1
42,3,1,9,4,0,4,1,1,0,0,40,0,0
37,1,1,9,1,10,1,0,0,0,0,30,0,0
46,2,0,13,2,9,0,0,0,0,1590,40,0,0
45,1,7,11,1,8,1,0,0,0,0,60,0,0
32,2,5,10,0,10,0,0,1,0,0,20,0,0
30,2,10,15,1,3,1,0,0,0,0,50,0,0
57,2,0,13,1,3,1,0,0,0,0,80,0,1
37,2,1,9,2,9,0,0,1,0,0,56,0,0
18,2,5,10,0,3,3,0,1,0,0,40,0,0
32,2,5,10,1,5,1,0,0,0,0,40,0,1
43,2,0,13,1,3,1,0,0,0,0,40,0,1
46,2,3,14,2,3,4,0,1,6497,0,50,0,0
36,2,1,9,2,3,4,0,1,0,0,28,0,0
33,2,3,14,0,1,0,0,1,0,0,40,0,0
48,2,1,9,0,0,0,0,1,0,0,40,0,0
34,2,1,9,1,5,1,0,1,0,0,40,0,0
34,4,5,10,0,11,0,0,0,0,0,50,0,1
33,2,1,9,2,8,0,0,0,0,0,40,0,0
36,2,0,13,1,1,2,0,1,0,0,60,10,0
23,2,1,9,0,5,0,0,0,0,1669,55,0,0
39,2,1,9,1,1,1,0,0,0,0,40,0,0
22,2,6,12,0,5,3,0,1,0,0,25,0,0
19,2,1,9,0,8,3,0,0,0,0,20,0,0
47,2,1,9,1,5,1,0,0,7298,0,45,0,1
46,2,7,11,0,7,0,0,0,0,0,50,0,0
47,2,3,14,2,5,0,0,1,0,0,6,0,0
47,1,9,16,1,3,1,0,0,0,0,35,0,1
52,4,5,10,2,7,0,0,1,0,0,40,0,0
38,1,4,5,1,6,1,0,0,0,0,40,4,0
58,2,1,9,1,5,1,0,0,0,0,40,0,1
32,2,11,3,1,4,1,0,0,0,0,40,4,0
54,1,7,11,1,10,5,0,1,0,0,10,0,0
20,2,5,10,0,0,0,0,0,0,0,25,0,0
25,2,6,12,0,5,0,0,0,0,0,48,0,0
25,1,4,5,0,6,0,0,0,0,0,15,0,0
36,0,0,13,2,3,0,0,0,0,1876,44,0,0
69,1,1,9,1,10,1,0,0,0,0,30,0,0
28,2,0,13,1,3,2,0,1,0,0,45,0,1
20,2,5,10,0,0,3,0,1,0,0,20,0,0
21,2,8,4,0,8,4,0,0,0,0,40,0,0
37,2,0,13,1,10,1,0,0,0,0,40,0,1
21,2,1,9,0,9,3,0,0,0,0,32,0,0
25,2,6,12,1,3,1,0,0,0,0,13,0,0
39,2,1,9,1,4,5,1,1,0,0,40,0,0
34,2,7,11,1,4,1,0,0,0,0,40,0,1
33,4,1,9,1,6,1,0,0,0,0,40,0,0
47,2,1,9,1,7,1,0,0,0,0,50,0,1
29,2,7,11,0,0,0,0,1,0,0,40,0,0
48,2,1,9,1,10,1,0,0,0,0,89,0,0
42,5,9,16,1,3,1,0,0,0,1977,60,0,1
29,2,2,7,2,9,4,0,1,0,0,40,0,0
34,2,1,9,0,2,3,0,0,0,0,40,0,0
20,2,5,10,0,4,3,0,0,0,0,25,0,0
41,2,3,14,1,3,1,0,0,0,0,40,0,1
45,2,5,10,2,1,0,0,0,0,1876,50,0,0
22,2,7,11,0,3,3,0,0,0,0,40,0,0
23,2,1,9,2,2,3,0,0,0,0,44,0,0
19,2,5,10,0,0,3,0,1,0,0,38,0,0
24,2,5,10,0,6,3,0,0,0,0,40,0,0
20,2,5,10,0,5,3,0,0,0,0,30,0,0
32,2,1,9,2,6,0,0,0,0,0,40,0,0
52,2,3,14,2,3,4,0,0,15020,0,50,0,1
36,2,1,9,0,5,4,0,0,0,0,60,0,1
18,2,12,6,0,9,3,0,0,0,0,30,0,0
27,2,1,9,2,5,3,0,1,0,0,40,0,0
26,2,5,10,1,5,1,0,0,0,0,60,0,0
52,2,6,12,2,3,4,0,1,0,0,32,0,0
24,2,5,10,0,6,4,3,0,0,0,40,4,0
42,3,1,9,2,0,0,1,0,0,0,40,0,0
39,2,10,15,1,3,2,0,1,7688,0,60,0,1
20,2,5,10,0,3,3,0,1,0,0,35,0,0
20,0,5,10,0,0,3,0,1,0,0,10,0,0
39,2,1,9,6,2,4,0,0,0,0,40,0,0
68,2,2,7,1,3,1,0,0,0,0,30,0,0
35,2,1,9,0,9,4,1,1,0,0,48,0,0
54,2,0,13,1,4,1,0,0,0,0,40,0,0
24,2,0,13,0,1,3,0,0,0,0,40,0,0
24,2,0,13,0,3,0,0,1,0,0,8,0,0
20,2,5,10,0,0,3,1,1,0,0,15,0,0
64,2,14,1,1,3,1,0,0,0,0,40,0,0
28,2,0,13,0,3,0,0,1,0,0,35,0,0
36,1,1,9,1,6,1,0,0,0,0,47,0,0
44,5,1,9,1,7,1,0,0,0,0,60,0,0
38,2,5,10,4,9,0,0,0,0,2258,55,0,1
22,2,1,9,0,0,0,0,1,0,0,60,0,0
56,2,1,9,1,9,1,0,0,0,0,40,0,0
24,2,0,13,1,3,1,0,0,0,0,45,0,0
24,1,5,10,0,4,0,0,1,0,0,75,0,0
22,2,6,12,0,0,0,0,1,0,0,40,0,0
21,2,5,10,0,1,3,0,1,0,0,30,0,0
42,2,0,13,1,1,1,0,0,0,0,40,0,1
41,4,3,14,2,3,4,0,1,0,0,55,0,0
19,2,1,9,0,4,3,0,1,34095,0,20,0,0
67,1,5,10,1,8,1,0,0,0,0,44,0,0
20,2,5,10,0,5,3,0,1,0,0,30,0,0
32,2,1,9,1,6,1,4,0,0,0,40,0,0
46,2,1,9,4,9,3,1,1,0,0,40,0,0
52,2,1,9,0,5,0,0,1,0,0,36,0,0
44,2,0,13,2,3,4,1,0,0,0,40,0,0
65,2,2,7,1,3,1,0,0,0,0,40,4,0
37,4,0,13,1,3,1,0,0,0,1887,40,0,1
27,1,5,10,1,8,1,0,0,0,0,50,0,0
35,2,1,9,1,9,2,1,1,0,0,35,0,0
30,2,1,9,0,0,0,0,1,0,0,45,0,0
64,4,1,9,1,6,1,0,0,3137,0,40,0,0
48,2,1,9,2,0,0,0,1,0,0,37,0,1
35,2,8,4,2,10,4,0,1,0,0,40,0,0
28,1,0,13,0,10,0,0,0,0,0,45,0,0
63,1,0,13,1,3,1,2,0,0,1977,32,27,1
40,1,10,15,1,3,1,0,0,0,0,55,0,1
33,2,5,10,0,5,0,0,0,0,0,40,0,0
40,2,5,10,1,6,1,0,0,0,0,50,0,1
25,2,8,4,0,5,5,0,0,0,0,45,26,0
45,5,0,13,1,1,1,0,0,0,0,38,0,1
30,2,5,10,1,9,1,0,0,0,0,40,0,1
53,2,5,10,0,0,4,1,1,0,0,40,0,0
63,2,1,9,1,0,1,2,0,2105,0,40,36,0
27,4,5,10,1,11,1,0,0,0,0,60,0,0
31,2,2,7,0,6,0,0,0,0,0,40,0,0
33,2,1,9,1,7,1,0,0,0,0,60,0,0
39,0,0,13,2,11,0,0,0,0,0,40,4,1
42,1,5,10,1,6,1,0,0,0,0,45,0,1
19,2,1,9,0,4,3,1,0,0,0,30,0,0
31,2,0,13,1,3,1,0,0,0,0,40,0,0
53,2,1,9,1,6,1,0,0,0,0,40,0,0
47,1,5,10,1,3,1,0,0,0,0,20,0,0
27,2,9,16,0,0,3,0,1,0,0,40,0,0
22,2,1,9,0,10,0,0,1,0,0,40,0,0
29,2,1,9,1,5,2,0,1,0,0,40,0,1
52,2,1,9,6,5,4,0,1,0,1762,40,0,0
32,2,7,11,2,6,3,0,0,0,0,46,0,0
23,2,1,9,0,5,0,0,0,0,0,40,0,0
27,2,5,10,0,0,3,0,0,0,0,20,0,0
53,2,1,9,6,9,0,1,1,0,0,40,0,0
18,2,1,9,0,2,3,0,0,0,0,20,0,0
41,2,0,13,4,5,4,0,1,0,0,30,0,0
27,2,1,9,1,9,2,0,1,0,0,40,23,0
30,2,5,10,2,5,3,0,0,0,0,40,0,0
41,2,1,9,2,10,4,0,1,0,0,40,0,0
21,2,5,10,0,0,0,0,1,0,0,30,0,0
58,0,1,9,3,4,4,1,1,0,0,40,7,0
45,0,0,13,2,11,0,0,1,0,0,40,0,0
40,2,12,6,2,7,3,0,0,0,0,40,0,0
21,2,5,10,0,0,0,0,1,0,0,40,0,0
29,2,0,13,0,3,0,4,1,0,1590,40,0,0
50,2,7,11,1,4,2,1,1,0,0,40,0,0
26,2,1,9,1,6,1,0,0,0,0,40,0,0
23,2,1,9,4,2,5,0,1,0,0,40,0,0
27,2,0,13,0,10,3,0,0,0,0,40,0,0
36,4,0,13,0,0,0,1,1,0,0,40,0,0
22,3,1,9,0,0,5,0,0,0,0,40,0,0
37,3,5,10,0,4,3,0,0,0,0,40,28,0
54,2,0,13,1,7,1,0,0,0,0,40,0,0
36,2,1,9,2,8,4,0,0,0,0,50,0,0
44,2,7,11,1,1,1,1,0,0,0,40,0,0
38,2,5,10,1,11,1,1,0,0,0,40,0,1
49,2,5,10,2,6,0,0,1,0,0,40,0,0
18,2,2,7,0,2,3,0,0,0,0,12,0,0
26,2,0,13,0,5,0,0,0,0,0,48,0,0
48,2,0,13,1,0,1,0,0,0,0,45,0,1
32,2,2,7,1,9,2,0,1,0,0,40,0,0
35,0,1,9,0,10,3,0,0,0,0,40,0,0
40,2,1,9,0,0,0,0,1,0,0,45,0,0
40,1,1,9,1,6,1,0,0,3411,0,40,0,0
42,0,10,15,1,3,1,2,0,0,0,72,3,1
30,2,1,9,1,5,1,0,0,0,0,40,0,0
19,2,5,10,0,5,3,0,1,0,0,20,0,0
36,2,6,12,1,5,1,0,0,0,0,60,0,1
31,2,1,9,0,5,0,0,1,0,0,40,0,0
50,3,6,12,1,1,1,0,0,0,0,60,0,0
38,2,1,9,2,6,0,1,0,0,0,40,0,0
35,2,5,10,1,3,1,0,0,0,0,50,0,1
45,2,0,13,1,3,1,0,0,0,0,40,0,1
29,2,12,6,4,5,4,0,1,0,0,40,0,0
41,2,5,10,2,6,0,0,0,0,0,46,0,1
33,2,10,15,0,3,0,0,1,0,0,50,0,1
49,2,5,10,0,4,0,0,1,0,0,60,0,0
28,2,5,10,1,1,1,0,0,0,0,40,0,1
49,4,0,13,1,11,1,1,0,15024,0,40,0,1
27,2,1,9,4,9,3,0,1,0,0,40,0,0
47,5,1,9,1,1,1,0,0,2885,0,32,0,0
42,0,9,16,0,1,0,0,1,0,0,40,13,1
30,2,1,9,0,1,0,0,0,0,0,60,0,0
37,4,1,9,1,6,1,0,0,0,0,40,0,0
37,2,9,16,1,3,2,0,1,0,0,35,0,0
51,2,1,9,3,5,0,1,1,0,0,38,0,0
27,3,1,9,1,4,1,0,0,0,0,40,0,0
53,2,1,9,0,5,0,0,1,0,0,40,0,0
45,2,1,9,0,6,0,0,0,0,0,40,0,0
37,5,0,13,1,3,1,0,0,0,0,45,0,0
40,3,0,13,0,3,0,0,1,0,0,40,0,0
54,0,3,14,1,3,1,2,0,0,0,40,3,1
47,5,1,9,1,1,1,0,0,0,0,42,0,1
35,2,1,9,1,4,1,0,0,0,0,40,29,1
33,2,1,9,1,9,1,0,0,0,0,40,0,0
28,4,5,10,0,0,5,1,0,0,0,40,21,0
39,0,0,13,1,1,2,0,1,0,0,55,0,1
25,2,1,9,0,3,3,0,0,0,1602,40,0,0
33,2,0,13,1,5,1,0,0,0,0,40,0,0
34,2,2,7,0,4,0,0,1,0,0,40,38,0
53,2,1,9,1,7,1,0,0,0,0,40,0,1
21,2,6,12,0,0,3,0,0,0,0,35,0,0
31,0,9,16,1,1,1,0,0,7298,0,55,0,1
63,2,1,9,1,3,1,0,0,0,0,45,0,0
21,1,5,10,0,4,3,0,0,0,0,30,0,0
59,2,1,9,1,6,1,0,0,0,0,40,0,1
50,2,13,2,4,3,4,1,1,0,0,40,0,0
66,2,1,9,1,3,2,0,1,0,0,20,0,0
19,2,1,9,0,7,3,0,0,0,0,30,0,0
31,2,0,13,0,10,0,0,0,0,0,45,0,0
23,2,0,13,1,3,2,0,1,0,0,40,0,0
45,2,7,11,1,1,2,0,1,0,0,40,0,1
35,4,0,13,1,3,1,0,0,0,0,40,0,0
32,2,0,13,0,6,3,0,0,0,0,40,0,0
20,2,8,4,0,9,5,0,1,0,0,60,4,0
38,2,1,9,1,1,5,0,0,0,0,40,0,1
49,2,1,9,1,4,2,2,1,0,0,8,12,0
64,2,1,9,2,9,0,0,1,0,0,40,0,0
